SKU,Nome,Breve descrizione,Lingua,Gruppo di traduzione,Meta: misure_prodotto,Meta: _misure_prodotto,Meta: misure_modello,Meta: _misure_modello,Meta: featured_product,Meta: _featured_product,Meta: costum_shop_image,Meta: _costum_shop_image,Meta: composizione,Meta: _composizione,Meta: _max_variation_sale_price,Meta: _min_variation_sale_price,Meta: _max_variation_regular_price,Meta: _min_variation_regular_price,Meta: _max_variation_price,Meta: _min_variation_price,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _ebay_watch_count,Meta: _ebay_title,Meta: _ebay_subtitle,Meta: _ebay_ebayplus_enabled,Meta: _ebay_payment_instructions,Meta: _ebay_condition_id,Meta: _ebay_condition_description,Meta: _ebay_professional_grader,Meta: _ebay_grade,Meta: _ebay_certification_number,Meta: _ebay_listing_duration,Meta: _ebay_auction_type,Meta: _ebay_start_price,Meta: _ebay_reserve_price,Meta: _ebay_buynow_price,Meta: _ebay_upc,Meta: _ebay_ean,Meta: _ebay_isbn,Meta: _ebay_mpn,Meta: _ebay_brand,Meta: _ebay_epid,Meta: _ebay_hide_from_unlisted,Meta: _ebay_category_1_id,Meta: _ebay_category_2_id,Meta: _ebay_store_category_1_id,Meta: _ebay_store_category_2_id,Meta: _ebay_gallery_image_url,Meta: _ebay_seller_payment_profile_id,Meta: _ebay_seller_return_profile_id,Meta: _ebay_bestoffer_enabled,Meta: _ebay_bo_autoaccept_price,Meta: _ebay_bo_minimum_price,Meta: _ebay_autopay,Meta: _wc_facebook_sync_enabled,Meta: fb_visibility,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: _wc_facebook_commerce_enabled,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _wp_old_date,Meta: _yoast_wpseo_meta-robots-noindex,Meta: _yoast_wpseo_meta-robots-nofollow,Meta: _ebay_gpsr_enabled,Meta: _ebay_gpsr_repair_score,Meta: _ebay_gpsr_energy_efficiency_image,Meta: _ebay_gpsr_energy_efficiency_image_eps,Meta: _ebay_gpsr_energy_efficiency_label_description,Meta: _ebay_gpsr_energy_efficiency_sheet_image,Meta: _ebay_gpsr_energy_efficiency_sheet_image_eps,Meta: _ebay_gpsr_hazmat_component,Meta: _ebay_gpsr_manufacturer,Meta: _ebay_gpsr_product_safety_component,Meta: _ebay_gpsr_manufacturer_street1,Meta: _ebay_gpsr_manufacturer_street2,Meta: _ebay_gpsr_manufacturer_city,Meta: _ebay_gpsr_manufacturer_state,Meta: _ebay_gpsr_manufacturer_postcode,Meta: _ebay_gpsr_manufacturer_country,Meta: _ebay_gpsr_manufacturer_company,Meta: _ebay_gpsr_manufacturer_phone,Meta: fb_product_image,Meta: fb_product_price,Meta: _ebay_is_disabled
B120,Represent Pantalone,"Technical pants by represent, iridescent military green, elastic waistband and drawstring at the bottom.",it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B121,Duno Fuchsia Vest,"Fuchsia Duno vest, full zip, woven pattern on the front, two side pockets. Thermal padding.",it,,,,,,,,,,100% Polyamide,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B122,Kenzo x Levi's Denim Jacket,Kenzo x Levi's denim jacket. Light medium wash.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B123,7 days Active Sweatshirt,"Sweatshirt 7 Days Active, crew neck, anthracite gray.",it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B124,Akala Tuta Panna,Tracksuit Di Akala color made up of a hoodie with a drawstring at the bottom and pants with an elastic waistband and at the bottom.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,"92% Cotton, 8% Polyurethane",field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
B125,GENTLESHRIM T Shirt,White short-sleeve T-shirt by GENTLESHRIMP. Embroidery on the chest.,it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B126,Chiara Biasi x 7 For All Mankind Trench Denim,"Trench in denim by Chiara Biasi x 7 For All Mankind Denim Jacket, double-breasted, oversized fit, removable belt, logo metal buttons.",it,,,,,,,,,,"99% Cotton, 1% Elastane",field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B127,Manurì T Shirt Cropped,Cropped T-shirt in elasticized fabric with pom-pom details and golden buttons.,it,,,,,,,,,,)6% Viscose 4% ELASTANE,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B128,Levi's x Stranger Things Denim Jacket,Levi's x Stranger Things denim jacket. Pattern with printed characters.,it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B129,WRSTBHVR Tuta Tortora,Tuta color tortora by WRSTBHVR made up of a cropped crewneck sweatshirt and wide-leg pants with an elastic waistband.,it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B130,Acne Studios T Shirt Samnicata,Gray anthracite sleeveless T-shirt by Acne Studios with contrasting black fringe detail.,it,,,,,,,,,,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780,"East Market Milano Round Mirror ""I LOVE YOU TO THE MOON AND BACK""","Round decorative mirror, diameter 20 cm with the inscription ""I LOVE YOU TO THE MOON AND BACK"".",it,pll_67a5dff569e9a,Ø 20 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,"Glass, Plastic sheet",field_664b3a442440b,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2781,"East Market Milan Round Mirror ""LOVE IS IN THE AIR""","Round decorative mirror, diameter 20 cm with the inscription ""LOVE IS IN THE AIR"".",it,pll_67a5e1707dbce,Ø 20 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,"Glass, Plastic sheet",field_664b3a442440b,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2782,"East Market Milano Round Mirror ""I HATE YOU BUT I LOVE YOU""","Round decorative mirror, diameter 20 cm with the inscription ""I HATE YOU BUT I LOVE YOU"".",it,pll_67a5e1b7cb305,Ø 20 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,"Glass, Plastic sheet",field_664b3a442440b,,,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
